*Action(SiteID=Italy|Country=IT|Currency=EUR|Version=745|CC=UTF-8);ItemID;*StartPrice
Revise;161319761182;51.937
Revise;111073653341;116.516
Revise;111073877847;429.604
Revise;111088842014;88.816
Revise;111116481766;54.433
Revise;111073070311;114.804
Revise;161026518645;114.804
Revise;111080685223;91.353
Revise;161186510811;164.279
Revise;111073877950;491.878
Revise;161027258585;252.041
Revise;160943512848;428.274
Revise;111279144108;67.636
Revise;161186511301;54.77591
Revise;111073070196;272.538
Revise;111100042767;52.882
Revise;161026518911;63.241
Revise;111073652408;96.706
Revise;111073073037;803.831
Revise;111100044402;368.026
Revise;111079206457;63.025
Revise;161091035047;65.118
Revise;161028322165;89.157
Revise;161027257793;65.168
Revise;161026519410;146.766
Revise;160943514194;273.109
Revise;111073071415;76.281
Revise;161288721376;305.142
Revise;111366253232;59.706
Revise;200868128091;69.748
Revise;161031645112;507.106
Revise;161026518631;143.432
Revise;111073072587;406.127
Revise;111247666854;406.626
Revise;111257837537;105.902
Revise;111247666618;69.569
Revise;200868127905;90.768
Revise;160943512752;53.689
Revise;161039096631;50.386
Revise;161319760897;109.653
Revise;161026520260;413.433
Revise;161186510927;114.455
Revise;200868128951;274.646
Revise;161199398024;51.252
Revise;111073626833;61.31388
Revise;161199398195;342.567
Revise;161027257930;119.142
Revise;111247666893;89.955
Revise;161028322180;219.626
Revise;111257837984;111.908
Revise;161199397594;98.107
Revise;111116481550;136.054
Revise;161028322422;65.537
Revise;160943513799;289.096
Revise;160943513746;215.447
Revise;160943513306;127.002
Revise;161031644849;70.469
Revise;200868128551;59.344
Revise;161027258339;64.416
Revise;161031645053;309.135
Revise;111080684881;91.118
Revise;160943514153;342.541
Revise;111073070484;66.047
Revise;161199398436;1076.284
Revise;200868129456;349.054
Revise;111088876609;95.038
Revise;111073652848;118.117
Revise;161039118860;116.287
Revise;111257837677;56.364
Revise;160943513878;109.021
Revise;111073072806;67.636
Revise;160943512704;50.782
Revise;160943513505;92.524
Revise;161026518628;176.906
Revise;111100043195;139.655
Revise;161028322908;56.964
Revise;111079206838;488.866
Revise;111073071158;103.523
Revise;161027257880;741.835
Revise;161027258111;55.172
Revise;111073877426;100.585
Revise;111073877383;94.296
Revise;160943512887;301.401
Revise;200868127914;637.389
Revise;200868128153;369.586
Revise;111073877592;121.607
Revise;111247666905;147.132
Revise;161027044451;216.964
Revise;200868129463;171.644
Revise;111080684740;53.609
Revise;111257838401;57.321
Revise;161186511424;324.745
Revise;161091035161;851.208
Revise;200868129194;109.858
Revise;160943514218;267.814
Revise;161039096519;72.533
Revise;160943513343;169.238
Revise;111073070287;63.159
Revise;161027258277;322.624
Revise;111088841896;825.724
Revise;111078468363;64.19046999999999
Revise;161030855024;69.95411
Revise;161104930000;792.939
Revise;200868128632;417.679
Revise;161030855026;64.82195
Revise;111078468044;64.82195
Revise;200868128345;84.494
Revise;111073070258;59.584
Revise;111073877827;78.568
Revise;111073073261;481.904
Revise;161027258128;51.748
Revise;200868129216;566.202
Revise;161091035067;174.632
Revise;161031644921;63.518
Revise;161026519565;152.402
Revise;111073070697;152.402
Revise;111339183382;107.164
Revise;111073073258;106.016
Revise;160943514161;162.726
Revise;111073070754;121.658
Revise;111073071163;114.631
Revise;111073070642;222.235
Revise;111080685199;67.148
Revise;160943514276;309.148
Revise;160943513675;400.221
Revise;160943513957;195.553
Revise;160943513826;265.386
Revise;200868129034;238.946
Revise;160943513584;196.498
Revise;200868129330;66.368
Revise;161199398402;153.341
Revise;111073071132;102.544
Revise;111100044104;130.762
Revise;111073071888;71.589
Revise;111073652728;60.026
Revise;111257838150;260.376
Revise;111257837652;53.732
Revise;161430913506;126.575
Revise;111073071205;138.897
Revise;111100044237;266.616
Revise;161199397318;310.945
Revise;111257837519;95.687
Revise;111513534675;115.314
Revise;161026519277;143.957
Revise;161199398385;66.089
Revise;111100044426;77.679
Revise;161026519414;99.698
Revise;161027258442;82.522
Revise;111073878145;53.741
Revise;111073877947;50.659
Revise;111073877842;246.225
Revise;111073878067;65.871
Revise;111073877996;63.623
Revise;111116481098;98.995
Revise;160943513576;255.798
Revise;111073627161;158.908
Revise;111096883086;55.851
Revise;161199398109;72.925
Revise;161199398266;124.907
Revise;161026519283;165.468
Revise;160943512604;68.276
Revise;111073070415;103.944
Revise;161199397454;298.014
Revise;111100042898;121.707
Revise;161027044300;120.999
Revise;111100044065;178.315
Revise;111116481247;63.712
Revise;161199398509;51.159
Revise;161199397473;110.715
Revise;161031644866;206.001
Revise;160943513367;335.469
Revise;160943513088;203.288
Revise;111339183080;176.398
Revise;161199398382;50.671
Revise;161026519073;772.113
Revise;200868128664;291.115
Revise;161199398208;51.474
Revise;161028322574;100.568
Revise;111339183535;115.509
Revise;111073072441;189.836
Revise;111079206503;498.272
Revise;200868128739;87.703
Revise;200868128697;264.632
Revise;200868128627;183.976
Revise;111100043416;157.914
Revise;111100043515;160.946
Revise;161026519071;89.212
Revise;111470454861;145.375
Revise;111079206342;92.671
Revise;200868128671;395.781
Revise;111073627172;137.411
Revise;161027258096;205.318
Revise;200868128653;201.779
Revise;111366253100;127.752
Revise;200868128447;1637.907
Revise;111073073294;126.955
Revise;160943512651;280.359
Revise;161028322211;163.742
Revise;111073072316;572.299
Revise;161199398113;668.462
Revise;111079206572;142.059
Revise;111100044242;309.196
Revise;161288721199;69.078
Revise;111384256288;76.544
Revise;161026520090;55.778
Revise;161288721357;202.133
Revise;111247667010;100.392
Revise;111339183783;153.949
Revise;111100042881;306.952
Revise;200868127967;152.529
Revise;111100044398;118.385
Revise;161027258421;84.752
Revise;111247667205;53.002
Revise;111075334824;143.862
Revise;161026520424;326.264
Revise;200868128037;53.802
Revise;160943514196;157.561
Revise;160943514451;210.179
Revise;111149499310;129.808
Revise;161288721202;96.91122999999999
Revise;161027258020;91.687
Revise;160943512833;55.449
Revise;200868127766;663.558
Revise;161026520189;57.618
Revise;111073653007;70.369
Revise;161030855610;180.145
Revise;160943513146;397.606
Revise;111078468401;63.953
Revise;111339182656;76.064
Revise;111079206399;748.233
Revise;111339183274;53.802
Revise;161027044921;55.911
Revise;111073073185;318.806
Revise;161186511452;100.595
Revise;161026521567;97.194
Revise;111116481404;68.739
Revise;111339183298;61.058
Revise;200868128431;333.222
Revise;111257838320;56.364
Revise;161026519178;111.808
Revise;160943512969;58.589
Revise;161039096699;58.926
Revise;111088842216;94.913
Revise;161039096612;121.268
Revise;161026519064;92.275
Revise;111247666521;154.229
Revise;111073878116;129.695
Revise;161039096746;61.461
Revise;161026520867;123.438
Revise;111073878016;65.019
Revise;111073878060;74.805
Revise;111075334713;183.976
Revise;111073072660;75.672
Revise;161186511129;59.383
Revise;160943513805;266.448
Revise;160943513660;109.909
Revise;111073877274;51.957
Revise;111116481641;286.498
Revise;111100044316;308.279
Revise;161091035144;163.455
Revise;161026519562;167.475
Revise;111073070589;268.474
Revise;111073626880;234.418
Revise;161186511338;107.436
Revise;200868128915;385.154
Revise;111079206729;134.212
Revise;200868129319;190.954
Revise;111100043146;609.762
Revise;200868128310;68.421
Revise;160943513206;114.505
Revise;200868128511;102.621
Revise;161091035164;341.457
Revise;111257837936;235.097
Revise;161027023728;56.849
Revise;111080684905;62.188
Revise;200868129522;66.368
Revise;200868129499;88.145
Revise;160943513807;64.128
Revise;161091034955;87.108
Revise;161026518843;118.643
Revise;161039096723;73.567
Revise;161284178924;71.826
Revise;111116481102;443.572
Revise;111080684974;67.009
Revise;111100044292;842.658
Revise;111073072162;50.206
Revise;111073073168;124.293
Revise;111078468004;51.086
Revise;200876367445;223.662
Revise;161030855316;160.033
Revise;161027044907;51.654
Revise;161027044856;51.654
Revise;111073071233;104.158
Revise;111300528550;114.152
Revise;200868129214;279.222
Revise;160943514435;177.513
Revise;160943514343;141.322
Revise;160943514285;87.273
Revise;200868129396;100.568
Revise;111080684883;123.361
Revise;111073070859;93.101
Revise;161027258890;57.039
Revise;161033025468;63.913
Revise;111257838175;212.898
Revise;161031645490;325.548
Revise;111366253070;141.422
Revise;111100044125;179.287
Revise;200868127783;524.791
Revise;111148946897;100.157
Revise;160943512695;72.834
Revise;111073070445;125.602
Revise;111073626805;75.172
Revise;111073071263;146.692
Revise;111257837992;95.523
Revise;111073070394;89.166
Revise;161199397778;102.249
Revise;200868128063;103.007
Revise;111073072604;143.525
Revise;111073071985;229.262
Revise;111339182621;51.154
Revise;111339182677;55.996
Revise;200868128552;54.015
Revise;111257837881;55.334
Revise;111073653065;54.504
Revise;161026521272;55.962
Revise;111100043618;328.909
Revise;111073877327;67.013
Revise;161199398381;61.244
Revise;111075335851;594.141
Revise;161028322972;278.048
Revise;161028322127;156.416
Revise;161026521397;98.668
Revise;200868128799;79.534
Revise;111100042751;124.198
Revise;161027044164;126.617
Revise;111079206575;260.958
Revise;111075334754;543.808
Revise;161319761037;68.515
Revise;111167281509;58.896
Revise;111384255939;95.596
Revise;111470454208;158.946
Revise;161199397410;81.822
Revise;200868128840;286.897
Revise;111073072786;70.368
Revise;111079206497;83.265
Revise;111149499164;145.635
Revise;161319760969;68.742
Revise;161199397197;689.972
Revise;200868127976;210.486
Revise;161031645328;59.858
Revise;161031645352;101.546
Revise;111100043595;172.705
Revise;111247666472;140.681
Revise;160943512809;60.146
Revise;161026519935;74.481
Revise;111073071712;84.546
Revise;200868128702;71.662
Revise;111073652573;444.982
Revise;161186510909;245.522
Revise;111079206541;297.777
Revise;111078468493;63.958
Revise;160943514349;225.236
Revise;200868129229;188.153
Revise;160943514139;451.862
Revise;160943514255;278.953
Revise;200868129451;142.276
Revise;200868129123;266.446
Revise;200868129378;60.146
Revise;111366253342;64.416
Revise;111073070252;86.966
Revise;161027257959;98.573
Revise;111073877597;51.098
Revise;111080684932;173.403
Revise;200868128023;101.751
Revise;200868128759;56.461
Revise;111073072795;470.767
Revise;161090600071;306.415
Revise;111088842033;195.929
Revise;161027258415;84.716
Revise;111075334768;72.992
Revise;161028322375;344.162
Revise;161340050015;105.627
Revise;111384256312;105.627
Revise;161340050012;82.522
Revise;161026519172;101.924
Revise;161090600034;126.819
Revise;111073070638;134.612
Revise;111116480814;113.786
Revise;161199397369;539.337
Revise;111073073080;61.488
Revise;111073072643;1115.177
Revise;111080684792;100.174
Revise;160943513726;57.832
Revise;161288721329;154.159
Revise;160943513233;100.609
Revise;111247666491;130.397
Revise;111116481073;87.711
Revise;111073877612;153.476
Revise;111073071033;62.101
Revise;111339183409;260.445
Revise;111078468420;188.587
Revise;161027258581;780.272
Revise;161030855479;89.061
Revise;161199397937;158.551
Revise;161027257728;153.352
Revise;111116481253;96.495
Revise;160943514193;182.551
Revise;160943513747;363.633
Revise;160943513820;125.828
Revise;111073652710;59.616
Revise;200868128640;117.376
Revise;200868128919;113.643
Revise;200868128709;79.099
Revise;111073072449;2199.202
Revise;111100043351;131.956
Revise;111073877453;53.509
Revise;111100044149;239.364
Revise;111149499244;73.012
Revise;161186511548;156.074
Revise;160943513587;142.496
Revise;111075335700;119.761
Revise;111100043466;118.681
Revise;160943514006;76.103
Revise;200868127892;101.801
Revise;161288721277;59.292
Revise;161026518893;135.118
Revise;160943514436;89.949
Revise;160943514339;178.364
Revise;160943514280;208.271
Revise;160943514417;110.876
Revise;160943514323;119.773
Revise;111100043638;251.661
Revise;161028322082;80.922
Revise;200868129210;84.515
Revise;160943514043;148.519
Revise;200868129063;62.171
Revise;161026521444;59.484
Revise;160943512640;121.024
Revise;160943514222;106.396
Revise;111088842025;121.594
Revise;111073070847;133.142
Revise;160943512768;283.247
Revise;111079206618;51.423
Revise;161430912871;157.628
Revise;161033025298;109.747
Revise;111073072703;58.131
Revise;111073070328;140.151
Revise;111078468225;91.258
Revise;111339183252;212.572
Revise;111149499396;690.835
Revise;161186511171;124.513
Revise;111080685150;281.901
Revise;200868127860;638.395
Revise;111073070682;54.021
Revise;160943512610;66.429
Revise;160943512689;256.474
Revise;161340050110;113.478
Revise;111257837867;330.583
Revise;111073877414;110.258
Revise;160943514426;134.747
Revise;160943513858;239.364
Revise;161199397478;131.952
Revise;200868129390;63.257
Revise;111257838046;107.555
Revise;111257838500;580.336
Revise;111079206391;148.888
Revise;161028322190;235.923
Revise;161030855465;64.175
Revise;161091034987;129.607
Revise;160943513500;90.524
Revise;111116481502;60.235
Revise;111100044100;476.092
Revise;200868128396;144.702
Revise;200868129269;98.515
Revise;111073073062;75.542
Revise;200868128470;135.908
Revise;200868127849;88.846
Revise;161430913209;65.876
Revise;160943513744;197.786
Revise;161186510805;206.287
Revise;111100043697;58.107
Revise;111079206453;83.654
Revise;111080685174;193.592
Revise;111073072993;63.596
Revise;161027044093;182.241
Revise;111247666791;140.718
Revise;111247666841;112.984
Revise;161027258652;429.604
Revise;161288720978;172.312
Revise;111073071976;126.819
Revise;111073071959;178.853
Revise;111073070243;68.442
Revise;161186511188;60.996
Revise;111073070509;60.996
Revise;111073072930;54.485
Revise;160943514431;556.163
Revise;160943514147;170.876
Revise;111079206709;1504.339
Revise;111075334808;50.332
Revise;111149499168;145.212
Revise;111108596525;56.364
Revise;161028322715;125.803
Revise;161288721145;146.839
Revise;111100044260;118.758
Revise;161199398524;255.402
Revise;111080684703;128.378
Revise;111075335307;67.487
Revise;111384256243;99.904
Revise;111073878138;1574.663
Revise;160943514108;321.494
Revise;200868127897;86.986
Revise;111073072701;59.124
Revise;161186510932;92.001
Revise;161026520263;77.299
Revise;200868128314;342.541
Revise;161199397455;54.664
Revise;161031645175;967.434
Revise;161027258004;67.927
Revise;161027257902;113.237
Revise;111080684793;327.526
Revise;200868129197;94.281
Revise;200868128870;234.679
Revise;160943512608;442.391
Revise;111075334822;136.033
Revise;161026520348;1065.792
Revise;200868128428;342.541
Revise;160943513891;70.882
Revise;111100044089;50.727
Revise;111073070587;73.153
Revise;111167281706;56.364
Revise;160952306705;291.98656
Revise;161031644873;325.886
Revise;111116481426;55.467
Revise;111116481304;83.429
Revise;111100043503;157.914
Revise;161028322405;98.046
Revise;161031644844;52.704
Revise;161026519269;207.082
Revise;111100042906;284.979
Revise;111079206346;399.672
Revise;111088841882;88.718
Revise;161031644995;158.551
Revise;161027258701;80.322
Revise;160943512972;577.602
Revise;111100042287;62.438
Revise;161026518642;102.257
Revise;160943513621;100.908
Revise;160943512940;54.961
Revise;161186510789;79.591
Revise;111073877783;84.998
Revise;111073072147;52.951
Revise;161027044505;311.929
Revise;161026521368;165.095
Revise;111073652998;966.484
Revise;111073653026;1024.556
Revise;161027044845;261.344
Revise;111073653255;566.202
Revise;161026521408;58.457
Revise;111080685087;402.902
Revise;111073878005;92.197
Revise;111073877862;65.694
Revise;111100043892;205.446
Revise;161026519192;126.617
Revise;111116481132;95.544
Revise;111073073311;69.588
Revise;111100043849;62.836
Revise;111073626811;170.623
Revise;111116481439;78.253
Revise;111116481325;58.816
Revise;111149499418;51.131
Revise;111073072298;155.102
Revise;161026520134;67.417
Revise;111073072197;54.836
Revise;161026520290;182.981
Revise;160943512923;66.886
Revise;161288721519;103.409
Revise;111247666824;119.945
Revise;161031645157;397.906
Revise;161319761053;58.926
Revise;161026520560;90.036
Revise;111257837875;140.692
Revise;111073653088;359.958
Revise;161027258145;61.556
Revise;111073877505;61.556
Revise;161186510930;147.895
Revise;200868129435;57.828
Revise;111100043759;822.589
Revise;161026521200;850.771
Revise;161091035050;831.976
Revise;111073070701;3427.956
Revise;111384255886;145.866
Revise;111100044392;54.297
Revise;161026519350;65.352
Revise;161340049617;99.189
Revise;161340049586;53.404
Revise;111073652678;56.637
Revise;111073070293;74.534
Revise;160943514089;284.159
Revise;111116481740;63.217
Revise;111116481543;60.047
Revise;111116481788;91.778
Revise;161027258155;68.784
Revise;111073072395;75.419
Revise;111100042536;144.435
Revise;111073878091;107.785
Revise;160943514370;88.145
Revise;111100042308;192.817
Revise;111073070232;74.829
Revise;161026518624;84.546
Revise;200868128871;74.161
Revise;160943512765;64.939
Revise;111079206444;143.179
Revise;111339183121;87.084
Revise;111100043754;73.217
Revise;111100043689;88.389
Revise;161028322275;413.336
Revise;161199397736;242.438
Revise;160957432306;68.442
Revise;111073878100;83.875
Revise;111116481476;73.547
Revise;161319760892;89.596
Revise;200868129121;93.931
Revise;160943514014;76.494
Revise;200868128117;305.296
Revise;111075334721;445.849
Revise;161031645022;252.671
Revise;160943513290;131.638
Revise;200868128370;93.818
Revise;200868128288;134.322
Revise;161026520207;96.319
Revise;111073070299;144.041
Revise;111078468665;252.198
Revise;111366253337;114.293
Revise;161030855176;75.255
Revise;111116481283;208.682
Revise;111075334891;72.028
Revise;160943513723;65.233
Revise;161288721530;129.768
Revise;161199398513;87.371
Revise;111079206889;186.728
Revise;111247667192;69.491
Revise;160943514115;80.795
Revise;200868129080;89.804
Revise;111257837641;50.508
Revise;161199397930;50.529
Revise;111079206509;144.222
Revise;161288721362;248.633
Revise;160943513565;374.052
Revise;161186510734;125.487
Revise;161288721488;71.0403
Revise;111075335371;69.903
Revise;161288721114;180.072
Revise;200868128162;79.687
Revise;111079206403;82.872
Revise;111079206916;174.445
Revise;161033025157;131.263
Revise;111073652450;54.538729999999994
Revise;111073652754;57.06835
Revise;111339182986;55.558
Revise;161186511033;276.696
Revise;111100044047;86.083
Revise;161199397596;312.015
Revise;161026520953;70.264
Revise;111100042609;122.976
Revise;161199397753;73.221
Revise;161027044801;79.958
Revise;200876366261;218.721
Revise;111339183289;234.093
Revise;161039096572;247.525
Revise;111073877906;89.513
Revise;160943512798;534.122
Revise;161091035160;52.522
Revise;111080684609;98.358
Revise;161288721182;101.894
Revise;161027258573;74.093
Revise;111073878002;89.097
Revise;111079206818;200.577
Revise;200868129312;120.292
Revise;160943513281;475.444
Revise;111078467929;65.806
Revise;161028322676;135.326
Revise;111073653081;69.203
Revise;111384256419;81.857
Revise;200868127734;169.726
Revise;111079206862;177.327
Revise;161091035033;54.021
Revise;111073652892;140.001
Revise;161026519218;54.021
Revise;161026520948;72.012
Revise;160943512778;144.557
Revise;161186510898;51.532
Revise;160943513054;168.982
Revise;200868129124;145.304
Revise;111073073256;384.739
Revise;161030855371;209.749
Revise;161033024937;81.975
Revise;111247667047;51.601
Revise;111073071378;105.228
Revise;111366253075;55.778
Revise;111100044158;54.021
Revise;111257838111;140.912
Revise;111073877811;57.169
Revise;111088842191;128.914
Revise;161186511364;100.137
Revise;111073070764;182.241
Revise;111073070434;70.912
Revise;161199397727;54.945
Revise;111257838105;54.945
Revise;111116481146;94.867
Revise;160943512913;207.991
Revise;160943512605;96.971
Revise;160943513413;129.977
Revise;111366253230;134.395
Revise;111100044266;543.244
Revise;111257838054;168.318
Revise;111079206382;59.294
Revise;111073071713;199.677
Revise;200868128299;75.058
Revise;160943512755;116.442
Revise;161186511161;62.383
Revise;161026521223;66.338
Revise;161026518483;53.272
Revise;160943513942;135.273
Revise;161026519937;52.338
Revise;111116481152;59.795
Revise;161026521111;972.882
Revise;161026519460;107.164
Revise;200868129170;71.736
Revise;200868129301;55.998
Revise;161199397565;272.538
Revise;161027044530;76.494
Revise;111073070408;97.758
Revise;161026520171;128.685
Revise;161026519697;258.999
Revise;111366253448;70.903
Revise;111078468537;191.052
Revise;161026519501;230.763
Revise;111073071389;234.075
Revise;161026519384;263.959
Revise;111100044383;1065.885
Revise;161186510815;66.099
Revise;161026518855;57.309
Revise;111470454342;66.296
Revise;161319761133;108.55657
Revise;111247666505;60.996
Revise;111073071062;79.934
Revise;111100042367;119.761
Revise;111073627114;119.761
Revise;160943513117;422.842
Revise;161027258446;97.076
Revise;161026520368;535.885
Revise;161481524098;168.963
Revise;161340050174;61.556
Revise;111078468357;123.844
Revise;111078468277;123.844
Revise;160943513023;123.104
Revise;161026519276;67.636
Revise;161033025035;381.774
Revise;111247667145;318.674
Revise;111247666949;314.256
Revise;111079206587;1504.339
Revise;111384256154;69.832
Revise;160943513009;58.468
Revise;111079206776;82.783
Revise;161030855445;78.812
Revise;161199398200;74.415
Revise;111079206565;106.575
Revise;160943514207;302.316
Revise;111339183395;96.624
Revise;160952306779;179.216
Revise;111247666638;110.065
Revise;161033025403;71.788
Revise;111100044067;256.053
Revise;161481524397;136.205
Revise;160943512756;72.102
Revise;161026519048;55.778
Revise;160943513420;57.974
Revise;111073070739;67.636
Revise;111100043037;56.171
Revise;161199397328;60.215
Revise;111073072173;58.601
Revise;161199397435;70.036
Revise;111100044127;192.411
Revise;111100044175;1203.528
Revise;200868129476;74.435
Revise;160943514020;65.331
Revise;160943514144;65.331
Revise;160943514434;67.405
Revise;200868129119;115.729
Revise;200868129224;130.931
Revise;111513534545;86.522
Revise;161199397584;179.597
Revise;161039096696;55.492
Revise;111088842035;70.864
Revise;161030855502;107.055
Revise;161199397806;91.326
Revise;161028322368;110.141
Revise;161039096623;108.894
Revise;161186511015;73.724
Revise;161224634973;66.898
Revise;161186510997;66.319
Revise;111247666789;96.966
Revise;111247666693;50.261
Revise;161186510883;58.923
Revise;161033025062;191.052
Revise;161199397522;53.803
Revise;161288721320;94.137
Revise;111079206332;50.508
Revise;111073070385;69.338
Revise;111073070610;67.933
Revise;111073070466;51.981
Revise;160943514497;103.824
Revise;200868129280;74.249
Revise;160943512719;199.607
Revise;161026521082;211.183
Revise;111073877868;63.227
Revise;161027258527;63.538
Revise;111079206735;216.123
Revise;161026520784;95.648
Revise;111080684992;71.934
Revise;111339183450;97.911
Revise;161186510751;93.444
Revise;111073626860;85.007
Revise;111339183587;86.961
Revise;200868129316;257.818
Revise;161033025314;421.977
Revise;111075334901;133.663
Revise;111073070406;108.061
Revise;111257838125;636.436
Revise;161028322142;145.454
Revise;200868128355;360.754
Revise;111257837549;76.04740000000001
Revise;160943513067;965.093
Revise;160943512962;58.011
Revise;161186511127;52.948
Revise;161027044550;194.224
Revise;200868127864;95.408
Revise;111096883349;874.859
Revise;200868128859;88.525
Revise;111257838058;205.657
Revise;111080684769;413.533
Revise;111073072752;190.82379
Revise;111073071002;231.458
Revise;161030855693;97.648
Revise;160943512878;291.009
Revise;200868129400;85.348
Revise;200868129041;94.469
Revise;161030855162;72.175
Revise;160943513161;50.386
Revise;161109467953;324.227
Revise;111100043854;64.123
Revise;111339183114;362.096
Revise;161026519557;84.765
Revise;111100044161;225.989
Revise;161090599959;59.072
Revise;161026518590;55.359
Revise;160943513962;203.532
Revise;160943514182;203.532
Revise;161027258124;89.945
Revise;160943513268;155.752
Revise;111073070736;56.446
Revise;161027045048;85.149
Revise;161033024928;187.758
Revise;161199397794;96.816
Revise;111257837534;60.215
Revise;111073070536;139.299
Revise;161026519661;72.248
Revise;111073652426;392.581
Revise;111257838129;161.704
Revise;111257837598;400.128
Revise;111100043107;55.961
Revise;111116481396;68.661
Revise;111257838474;715.466
Revise;111073653122;93.615
Revise;111073072736;353.592
Revise;161026520808;499.608
Revise;161033025377;853.804
Revise;111073073106;100.942
Revise;160943512859;232.843
Revise;111100043883;589.414
Revise;111257837600;150.142
Revise;200868128723;84.787
Revise;161199397234;55.366
Revise;160943513984;53.436
Revise;200868128195;654.682
Revise;161026519171;179.353
Revise;111257838346;1125.404
Revise;111148947060;89.405
Revise;111079206616;193.513
Revise;111366252985;56.428
Revise;111149499345;70.827
Revise;161199397288;100.912
Revise;111075334899;61.004
Revise;161199398425;140.912
Revise;160943514338;140.036
Revise;111100043899;98.036
Revise;111073877427;71.892
Revise;161026521516;114.902
Revise;111078468472;50.941
Revise;111100044073;113.165
Revise;161186511007;121.164
Revise;111100042312;100.479
Revise;111100043023;53.494
Revise;111078468333;77.715
Revise;161186511223;54.717
Revise;111080685127;50.06704
Revise;161026519256;66.278
Revise;111257838127;96.581
Revise;161027257965;120.226
Revise;161199397617;130.293
Revise;111073070174;77.767
Revise;161027258522;192.363
Revise;161039118830;145.796
Revise;111073070514;123.443
Revise;111149499173;201.007
Revise;111073626806;90.822
Revise;200868129507;139.248
Revise;161026520545;79.651
Revise;161027258039;91.119
Revise;161031644896;166.786
Revise;161031645139;112.939
Revise;111073070463;53.002
Revise;111100044193;71.271
